visitor,total,items,itemTypes,visits,visitsNonPurchase,category,type,site
100475,53.7,6,4,6,2,Cat45,Type1,www.site5.com
100476,85.37,3,3,4,1,Cat47,none,www.site1.com
100477,63.53,10,9,10,1,Cat25,none,www.site1.com
100478,249.0,1,1,2,1,Cat11,none,www.site1.com
100479,39.62,4,4,7,3,Cat3,Type1,www.site2.com
100480,52.86,2,2,3,1,Cat19,Type2,www.site4.com
100481,43.92,2,1,2,1,Cat18,none,www.site1.com
100482,137.79,21,17,19,2,none,none,www.site1.com
100483,16.88,2,2,3,1,Cat10,none,www.site1.com
100484,727.92,39,18,24,6,Cat4,Type2,www.site2.com
100485,98.99,3,2,3,1,Cat52,none,www.site1.com
100486,159.29,28,21,23,2,Cat3,Type1,www.site2.com
100487,109.99,1,1,2,1,Cat52,none,www.site1.com
100488,69.0,1,1,2,1,Cat18,none,www.site1.com
100489,79.91,1,1,2,1,Cat3,Type1,www.site2.com
100490,148.96,10,10,16,6,Cat21,none,www.site1.com
100491,113.63,18,17,18,1,Cat3,Type1,www.site2.com
100492,20.21,1,1,2,1,Cat5,Type1,www.site2.com
100493,10.45,2,2,3,1,Cat18,none,www.site1.com
100494,1312.78,17,14,28,14,Cat20,none,www.site1.com
100495,107.83,1,1,2,1,Cat17,none,www.site1.com
100496,4.99,1,1,2,1,Cat4,Type1,www.site3.com
100497,14.81,3,3,4,1,Cat3,Type1,www.site2.com
100498,898.56,24,2,4,2,Cat19,Type2,www.site4.com
100499,40.45,6,6,7,1,Cat98,none,www.site1.com
100500,8.54,1,1,2,1,Cat3,Type1,www.site2.com
100501,111.76,4,2,4,2,Cat52,none,www.site1.com
100502,14.99,1,1,2,1,Cat21,none,www.site1.com
100503,150.79,22,21,22,1,Cat31,none,www.site1.com
100504,48.64,5,3,4,1,Cat24,none,www.site1.com
100505,266.87,2,2,3,1,Cat3,Type1,www.site2.com
100506,99.0,1,1,2,1,Cat39,Type1,www.site6.com
100507,92.06,14,14,16,2,Cat13,Type1,www.site2.com
100508,89.99,1,1,2,1,none,none,www.site1.com
100509,83.23,2,2,3,1,Cat3,Type1,www.site2.com
100510,122.84,6,6,10,4,Cat3,Type1,www.site2.com
100511,46.89,9,8,9,1,Cat4,Type1,www.site3.com
100512,5309.13,15,4,5,1,Cat21,none,www.site1.com
100513,119.91,3,3,6,3,Cat19,Type2,www.site4.com
100514,221.66,20,20,24,4,Cat4,Type2,www.site2.com
100515,6.38,1,1,2,1,Cat24,none,www.site1.com
100516,78.08,11,9,10,1,Cat65,none,www.site1.com
100517,133.93,20,20,21,1,Cat4,Type1,www.site3.com
100518,77.1,10,10,11,1,Cat4,Type1,www.site3.com
100519,50.0,1,1,2,1,Cat3,Type1,www.site2.com
100520,98.73,6,4,5,1,Cat21,none,www.site1.com
100521,311.25,6,2,4,2,none,none,www.site1.com
100522,56.33,6,6,7,1,Cat3,Type1,www.site2.com
100523,13.84,1,1,2,1,Cat52,none,www.site1.com
100524,146.84,3,3,4,1,Cat47,none,www.site1.com
100525,59.11,6,6,7,1,Cat3,Type1,www.site2.com
100526,17.25,1,1,2,1,Cat3,Type1,www.site2.com
100527,58.21,6,6,7,1,none,none,www.site1.com
100528,509.44,8,1,2,1,Cat19,Type12,www.site4.com
100529,86.0,2,2,3,1,Cat10,none,www.site1.com
100530,104.97,1,1,3,2,Cat17,none,www.site1.com
100531,53.49,5,5,6,1,Cat3,Type1,www.site2.com
100532,173.99,1,1,2,1,Cat52,none,www.site1.com
100533,39.88,2,2,3,1,Cat49,none,www.site1.com
100534,326.96,23,11,14,3,Cat12,none,www.site1.com
100535,50.24,4,4,5,1,Cat21,none,www.site1.com
100536,51.82,11,11,12,1,Cat13,Type2,www.site3.com
100537,119.41,5,3,5,2,Cat3,Type1,www.site2.com
100538,121.28,8,8,10,2,Cat4,Type5,www.site2.com
100539,225.56,34,31,33,2,Cat13,Type1,www.site3.com
100540,34.96,1,1,2,1,Cat39,Type1,www.site6.com
100541,47.76,6,6,7,1,Cat8,none,www.site1.com
100542,17.16,1,1,2,1,Cat4,Type1,www.site3.com
100543,234.3,2,2,5,3,Cat14,none,www.site1.com
100544,225.45,1,1,2,1,Cat3,Type1,www.site2.com
100545,33.0,4,4,5,1,none,none,www.site1.com
100546,135.86,14,12,14,2,Cat13,Type2,www.site3.com
100547,27.0,1,1,2,1,Cat3,Type1,www.site2.com
100548,365.36,20,4,5,1,Cat9,none,www.site1.com
100549,46.66,9,9,10,1,Cat26,Type2,www.site5.com
100550,49.99,1,1,2,1,none,none,www.site1.com
100551,261.97,2,2,4,2,Cat3,Type1,www.site2.com
100552,25.59,5,5,8,3,Cat63,none,www.site1.com
100553,69.48,9,8,10,2,Cat21,none,www.site1.com
100554,122.68,3,3,4,1,Cat4,Type1,www.site3.com
100555,11.39,3,3,4,1,Cat21,none,www.site1.com
100556,135.92,4,2,3,1,Cat3,Type1,www.site2.com
100557,49.52,1,1,4,3,Cat17,none,www.site1.com
100558,552.91,8,2,4,2,Cat36,Type2,www.site5.com
100559,174.94,26,18,22,4,Cat13,Type1,www.site3.com
100560,178.0,1,1,2,1,Cat42,none,www.site1.com
100561,48.88,1,1,3,2,Cat17,none,www.site1.com
100562,235.13,16,16,19,3,Cat6,none,www.site1.com
100563,70.32,6,5,7,2,Cat34,none,www.site1.com
100564,67.28,6,6,10,4,Cat4,Type1,www.site2.com
100565,17.99,1,1,2,1,Cat11,none,www.site1.com
100566,79.99,1,1,2,1,Cat18,none,www.site1.com
100567,75.76,2,2,5,3,Cat3,Type1,www.site2.com
100568,118.8,21,14,15,1,Cat11,none,www.site1.com
100569,156.34,10,9,12,3,Cat3,Type1,www.site2.com
100570,73.67,3,3,4,1,Cat12,none,www.site1.com
100571,55.21,3,3,4,1,Cat6,none,www.site1.com
100572,149.98,16,16,20,4,Cat34,none,www.site1.com
100573,123.64,8,8,10,2,Cat49,none,www.site1.com
100574,45.99,1,1,2,1,Cat10,none,www.site1.com
100575,64.36,2,2,4,2,Cat3,Type1,www.site2.com
100576,116.52,10,10,12,2,Cat20,none,www.site1.com
100577,38.8,6,6,8,2,Cat66,none,www.site1.com
100578,325.0,9,2,3,1,Cat4,Type2,www.site2.com
100579,107.73,1,1,2,1,Cat17,none,www.site1.com
100580,27.84,1,1,2,1,Cat3,Type1,www.site2.com
100581,789.12,12,1,2,1,Cat19,Type1,www.site4.com
100582,19.88,1,1,2,1,none,none,www.site1.com
100583,59.44,1,1,2,1,Cat6,none,www.site1.com
100584,55.78,15,14,15,1,Cat3,Type1,www.site2.com
100585,54.95,2,2,4,2,none,none,www.site1.com
100586,8.49,1,1,2,1,Cat30,none,www.site1.com
100587,76.14,2,2,3,1,Cat49,none,www.site1.com
100588,64.88,1,1,2,1,Cat36,Type2,www.site5.com
100589,58.31,4,4,5,1,Cat12,none,www.site1.com
100590,287.0,1,1,2,1,Cat12,none,www.site1.com
100591,61.96,4,4,6,2,Cat3,Type1,www.site2.com
100592,58.07,6,4,5,1,Cat3,Type1,www.site2.com
100593,319.79,29,17,20,3,Cat39,Type1,www.site6.com
100594,150.92,4,4,6,2,none,none,www.site1.com
100595,38.22,6,6,7,1,AVIA,none,www.site1.com
100596,92.86,3,2,3,1,Cat24,none,www.site1.com
100597,63.98,4,4,5,1,Cat4,Type1,www.site3.com
100598,798.36,21,21,30,9,Cat4,Type2,www.site2.com
100599,37.99,1,1,2,1,none,none,www.site1.com
100600,36.99,1,1,2,1,Cat9,none,www.site1.com
100601,143.0,2,2,3,1,Cat27,none,www.site1.com
100602,40.84,2,2,4,2,Cat24,none,www.site1.com
100603,39.88,1,1,2,1,Cat21,none,www.site1.com
100604,106.64,3,2,3,1,Cat3,Type1,www.site2.com
100605,82.5,5,5,6,1,Cat12,none,www.site1.com
100606,98.84,4,3,4,1,Cat3,Type1,www.site2.com
100607,273.07,7,5,7,2,Cat30,none,www.site1.com
100608,47.22,1,1,2,1,Cat10,none,www.site1.com
100609,118.08,3,1,2,1,Cat10,none,www.site1.com
100610,55.42,4,4,5,1,Cat4,Type1,www.site3.com
100611,59.09,6,6,7,1,Cat6,none,www.site1.com
100612,54.34,3,3,5,2,none,none,www.site1.com
100613,103.64,5,5,8,3,Cat3,Type1,www.site2.com
100614,45.76,2,2,4,2,Cat5,Type2,www.site2.com
100615,105.7,27,27,30,3,Cat14,none,www.site1.com
100616,31.35,3,3,4,1,Cat9,none,www.site1.com
100617,71.93,7,6,7,1,Cat17,none,www.site1.com
100618,74.12,4,3,4,1,Cat3,Type1,www.site2.com
100619,27.96,1,1,2,1,Cat25,none,www.site1.com
100620,63.99,2,2,3,1,Cat11,none,www.site1.com
100621,110.49,3,3,4,1,Cat40,none,www.site1.com
100622,19.96,1,1,2,1,Cat26,Type4,www.site5.com
100623,80.78,2,2,3,1,Cat8,none,www.site1.com
100624,2.98,1,1,2,1,Cat3,Type1,www.site2.com
100625,88.68,3,3,5,2,Cat26,Type1,www.site5.com
100626,213.8,6,4,6,2,Cat12,none,www.site1.com
100627,77.84,5,5,6,1,Cat57,none,www.site1.com
100628,44.98,1,1,2,1,Cat16,none,www.site1.com
100629,19.97,1,1,2,1,Cat13,Type2,www.site3.com
100630,54.46,4,3,5,2,Cat2,none,www.site1.com
100631,89.95,1,1,2,1,Cat3,Type1,www.site2.com
100632,15.6,2,2,3,1,none,none,www.site1.com
100633,240.3,7,6,7,1,Cat12,none,www.site1.com
100634,16.94,2,2,4,2,Cat13,Type1,www.site3.com
100635,2.79,1,1,2,1,Cat3,Type1,www.site2.com
100636,179.0,1,1,2,1,Cat32,none,www.site1.com
100637,147.22,13,11,13,2,none,none,www.site1.com
100638,107.05,7,4,6,2,none,none,www.site1.com
100639,283.64,24,24,32,8,Cat13,Type6,www.site2.com
100640,269.12,21,14,16,2,Cat7,none,www.site1.com
100641,99.99,1,1,2,1,Cat8,none,www.site1.com
100642,31.32,1,1,3,2,Cat3,Type1,www.site2.com
100643,48.88,1,1,2,1,Cat17,none,www.site1.com
100644,97.76,2,2,4,2,Cat17,none,www.site1.com
100645,82.67,9,7,8,1,Cat10,none,www.site1.com
100646,367.99,1,1,2,1,Cat36,Type2,www.site5.com
100647,54.48,5,4,5,1,Cat3,Type1,www.site2.com
100648,156.99,2,2,3,1,Cat36,Type2,www.site5.com
100649,48.88,1,1,2,1,Cat17,none,www.site1.com
100650,79.94,3,3,5,2,Cat26,Type1,www.site5.com
100651,24.81,2,2,3,1,Cat31,none,www.site1.com
100652,137.64,2,1,2,1,none,none,www.site1.com
100653,191.04,20,16,18,2,Cat57,none,www.site1.com
100654,162.42,14,11,12,1,none,none,www.site1.com
100655,19.99,1,1,2,1,Cat18,none,www.site1.com
100656,152.0,2,1,2,1,Cat73,none,www.site1.com
100657,824.5,5,1,2,1,Cat65,none,www.site1.com
100658,87.96,1,1,2,1,Cat17,none,www.site1.com
100659,50.0,2,2,6,4,Cat17,none,www.site1.com
100660,16.0,2,2,3,1,Cat4,Type1,www.site3.com
100661,131.97,9,5,6,1,none,none,www.site1.com
100662,176.84,9,6,7,1,Cat17,none,www.site1.com
100663,164.44,18,14,16,2,Cat3,Type1,www.site2.com
100664,79.0,1,1,2,1,Cat3,Type1,www.site2.com
100665,14.0,1,1,2,1,Cat3,Type1,www.site2.com
100666,126.7,11,6,7,1,Cat56,none,www.site1.com
100667,135.52,14,12,16,4,Cat52,none,www.site1.com
100668,69.8,4,3,4,1,Cat39,Type1,www.site6.com
100669,1.98,1,1,2,1,Cat8,none,www.site1.com
100670,11.64,2,2,4,2,Cat3,Type1,www.site2.com
100671,295.52,8,5,6,1,Cat21,none,www.site1.com
100672,152.64,3,1,2,1,Cat1,none,www.site1.com
100673,147.76,10,8,10,2,Cat12,none,www.site1.com
100674,40.37,1,1,2,1,Cat3,Type1,www.site2.com
100675,9.96,1,1,2,1,Cat37,none,www.site1.com
100676,78.23,8,6,8,2,Cat4,Type1,www.site2.com
100677,319.0,1,1,2,1,Cat3,Type1,www.site2.com
100678,78.99,2,2,3,1,Cat36,Type2,www.site5.com
100679,69.95,1,1,2,1,none,none,www.site1.com
100680,109.0,1,1,2,1,Cat24,none,www.site1.com
100681,96.77,1,1,2,1,Cat8,none,www.site1.com
100682,192.21,7,4,6,2,Cat41,none,www.site1.com
100683,199.0,1,1,2,1,Cat2,none,www.site1.com
100684,156.32,2,2,3,1,Cat56,none,www.site1.com
100685,99.99,2,2,3,1,Cat13,Type2,www.site2.com
100686,169.99,2,2,3,1,Cat67,none,www.site1.com
100687,105.28,6,6,8,2,Cat3,Type1,www.site2.com
100688,1047.0,2,2,3,1,Cat3,Type1,www.site2.com
100689,88.92,9,9,12,3,Cat45,Type4,www.site5.com
100690,50.29,11,11,13,2,Cat13,Type1,www.site3.com
100691,33.39,2,2,4,2,Cat23,none,www.site1.com
100692,53.28,5,5,6,1,Cat27,none,www.site1.com
100693,33.96,2,2,11,9,none,none,www.site1.com
100694,48.88,1,1,3,2,Cat17,none,www.site1.com
100695,84.48,4,4,6,2,Cat60,none,www.site1.com
100696,239.27,14,5,6,1,Cat42,none,www.site1.com
100697,84.84,7,5,6,1,Cat12,none,www.site1.com
100698,77.09,4,3,4,1,Cat4,Type1,www.site3.com
100699,9.88,1,1,2,1,Cat8,none,www.site1.com
100700,128.6,6,3,5,2,Cat68,none,www.site1.com
100701,223.36,4,1,2,1,Cat25,none,www.site1.com
100702,21.98,2,2,4,2,Cat14,none,www.site1.com
100703,6.19,1,1,2,1,Cat4,Type1,www.site3.com
100704,19.94,1,1,2,1,Cat57,none,www.site1.com
100705,90.57,1,1,2,1,Cat19,Type2,www.site4.com
100706,62.49,17,16,17,1,Cat18,none,www.site1.com
100707,15.48,4,3,4,1,Cat16,none,www.site1.com
100708,40.35,5,5,7,2,Cat49,none,www.site1.com
100709,6.88,1,1,2,1,Cat4,Type1,www.site2.com
100710,117.93,1,1,2,1,Cat17,none,www.site1.com
100711,93.12,6,6,9,3,Cat3,Type1,www.site2.com
100712,9.99,1,1,2,1,Cat11,none,www.site1.com
100713,336.0,9,9,12,3,Cat3,Type1,www.site2.com
100714,89.0,1,1,2,1,Cat30,none,www.site1.com
100715,150.93,3,1,2,1,Cat69,none,www.site1.com
100716,199.81,3,2,3,1,Cat24,none,www.site1.com
100717,139.98,1,1,2,1,Cat52,none,www.site1.com
100718,48.88,1,1,2,1,Cat17,none,www.site1.com
100719,7.0,1,1,2,1,Cat3,Type1,www.site2.com
100720,44.24,2,2,3,1,none,none,www.site1.com
100721,51.78,5,5,6,1,Cat13,Type2,www.site3.com
100722,58.99,1,1,2,1,none,none,www.site1.com
100723,159.53,21,20,21,1,Cat4,Type1,www.site2.com
100724,19.77,1,1,2,1,Cat27,none,www.site1.com
100725,58.97,2,2,3,1,Cat39,Type1,www.site6.com
100726,29.95,1,1,2,1,Cat27,none,www.site1.com
100727,112.64,2,1,2,1,Cat33,none,www.site1.com
100728,76.33,9,9,10,1,Cat65,none,www.site1.com
100729,70.96,2,2,3,1,Cat13,Type2,www.site3.com
100730,91.08,4,2,3,1,Cat3,Type1,www.site2.com
100731,42.49,4,3,4,1,Cat39,Type1,www.site6.com
100732,134.83,10,7,8,1,none,none,www.site1.com
100733,177.64,8,5,6,1,Cat3,Type1,www.site2.com
100734,78.71,4,3,4,1,Cat3,Type1,www.site2.com
100735,95.56,9,9,10,1,Cat42,none,www.site1.com
100736,64.22,9,8,9,1,Cat1,none,www.site1.com
100737,98.0,1,1,2,1,none,none,www.site1.com
100738,18.78,3,3,4,1,Cat3,Type1,www.site2.com
100739,71.21,7,5,7,2,Cat3,Type1,www.site2.com
100740,261.74,8,3,5,2,Cat44,none,www.site1.com
100741,33.62,3,3,4,1,Cat32,none,www.site1.com
100742,50.25,2,2,4,2,Cat12,none,www.site1.com
100743,98.69,18,18,23,5,Cat49,none,www.site1.com
100744,96.77,1,1,2,1,none,none,www.site1.com
100745,32.46,2,2,3,1,Cat42,none,www.site1.com
100746,101.49,9,6,8,2,Cat3,Type1,www.site2.com
100747,57.0,6,5,6,1,Cat8,none,www.site1.com
100748,337.0,2,2,4,2,Cat13,Type2,www.site2.com
100749,160.0,2,1,2,1,Cat6,none,www.site1.com
100750,1232.35,40,20,22,2,Cat19,Type12,www.site4.com
100751,207.96,4,2,3,1,none,none,www.site1.com
100752,59.88,1,1,2,1,Cat3,Type1,www.site2.com
100753,69.64,8,8,9,1,Cat4,Type2,www.site2.com
100754,163.0,4,2,3,1,Cat50,none,www.site1.com
100755,51.95,1,1,2,1,Cat2,none,www.site1.com
100756,58.28,1,1,2,1,Cat3,Type1,www.site2.com
100757,37.95,1,1,2,1,Cat21,none,www.site1.com
100758,359.8,15,9,11,2,Cat12,none,www.site1.com
100759,589.32,6,1,2,1,none,none,www.site1.com
100760,78.12,3,3,4,1,Cat36,Type12,www.site7.com
100761,82.52,7,7,9,2,Cat4,Type1,www.site2.com
100762,29.0,1,1,2,1,Cat52,none,www.site1.com
100763,65.65,2,2,4,2,Cat3,Type1,www.site2.com
100764,19.92,2,2,3,1,Cat20,none,www.site1.com
100765,46.8,2,2,3,1,Cat18,none,www.site1.com
100766,236.14,34,26,28,2,Cat11,none,www.site1.com
100767,137.73,6,3,4,1,Cat12,none,www.site1.com
100768,65.81,6,5,7,2,Cat39,Type1,www.site6.com
100769,28.58,1,1,2,1,Cat4,Type1,www.site3.com
100770,60.99,5,5,6,1,none,none,www.site1.com
100771,299.0,1,1,3,2,Cat2,none,www.site1.com
100772,38.83,3,3,4,1,Cat3,Type1,www.site2.com
100773,69.99,1,1,2,1,none,none,www.site1.com
100774,315.72,15,12,18,6,Cat45,Type1,www.site5.com
100775,99.99,2,2,4,2,Cat40,none,www.site1.com
100776,52.49,4,4,5,1,Cat3,Type1,www.site2.com
100777,40.7,8,8,10,2,Cat21,none,www.site1.com
100778,208.0,2,2,3,1,Cat70,none,www.site1.com
100779,47.64,3,3,4,1,Cat9,none,www.site1.com
100780,67.17,6,5,6,1,Cat6,none,www.site1.com
100781,89.96,2,2,3,1,Cat12,none,www.site1.com
100782,98.17,1,1,2,1,Cat17,none,www.site1.com
100783,109.62,9,6,7,1,Cat56,none,www.site1.com
100784,74.86,3,3,6,3,Cat19,Type1,www.site8.com
100785,39.86,1,1,2,1,Cat18,none,www.site1.com
100786,48.0,4,4,6,2,Cat19,Type1,www.site4.com
100787,114.88,4,1,2,1,Cat71,none,www.site1.com
100788,125.89,3,3,4,1,Cat72,none,www.site1.com
100789,73.94,5,5,7,2,Cat16,none,www.site1.com
100790,39.84,2,1,2,1,Cat73,none,www.site1.com
100791,73.92,7,6,9,3,Cat10,none,www.site1.com
100792,283.83,27,18,21,3,Cat4,Type2,www.site2.com
100793,85.0,1,1,2,1,Cat3,Type1,www.site2.com
100794,363.88,4,2,6,4,Cat14,none,www.site1.com
100795,135.03,5,4,5,1,none,none,www.site1.com
100796,201.71,14,5,7,2,Cat21,none,www.site1.com
100797,25.17,1,1,2,1,none,none,www.site1.com
100798,10.0,1,1,2,1,Cat6,none,www.site1.com
100799,89.92,2,1,2,1,Cat3,Type1,www.site2.com
100800,3.89,1,1,2,1,Cat19,Type1,www.site4.com
100801,23.19,1,1,2,1,Cat3,Type1,www.site2.com
100802,19.99,1,1,2,1,Cat3,Type1,www.site2.com
100803,59.94,2,2,4,2,Cat5,Type2,www.site2.com
100804,31.47,1,1,2,1,Cat4,Type1,www.site3.com
100805,72.26,9,9,10,1,Cat39,Type1,www.site6.com
100806,17.99,1,1,2,1,Cat4,Type1,www.site2.com
100807,64.44,12,12,13,1,Cat30,none,www.site1.com
100808,968.0,2,2,3,1,Cat19,Type2,www.site4.com
100809,87.04,4,1,2,1,Cat6,none,www.site1.com
100810,219.08,2,2,4,2,Cat5,Type2,www.site2.com
100811,177.93,20,20,22,2,Cat19,Type1,www.site4.com
100812,359.76,9,3,4,1,Cat54,none,www.site1.com
100813,93.54,8,8,10,2,Cat11,none,www.site1.com
100814,33.85,2,2,3,1,Cat14,none,www.site1.com
100815,62.99,5,3,4,1,Cat24,none,www.site1.com
100816,81.28,8,8,11,3,Cat14,none,www.site1.com
100817,169.0,1,1,2,1,Cat24,none,www.site1.com
100818,11.78,1,1,2,1,none,none,www.site1.com
100819,113.69,16,13,14,1,Cat7,none,www.site1.com
100820,87.92,4,2,4,2,Cat26,Type1,www.site5.com
100821,206.45,6,4,6,2,none,none,www.site1.com
100822,16.0,1,1,2,1,Cat23,none,www.site1.com
100823,285.24,33,15,16,1,Cat4,Type1,www.site3.com
100824,51.84,2,2,3,1,none,none,www.site1.com
100825,394.24,12,2,3,1,none,none,www.site1.com
100826,102.37,12,12,14,2,Cat3,Type1,www.site2.com
100827,51.94,5,5,6,1,Cat3,Type1,www.site2.com
100828,9.0,2,2,4,2,Ear PiCat36ing,none,www.site1.com
100829,9.97,1,1,2,1,Cat49,none,www.site1.com
100830,171.17,5,4,7,3,none,none,www.site1.com
100831,69.99,1,1,2,1,Cat12,none,www.site1.com
100832,86.36,4,3,4,1,none,none,www.site1.com
100833,9.59,1,1,3,2,Cat33,none,www.site1.com
100834,16.48,1,1,2,1,Cat75,none,www.site1.com
100835,94.34,7,4,5,1,none,none,www.site1.com
100836,76.8,2,2,4,2,Cat16,none,www.site1.com
100837,497.16,12,6,8,2,Cat4,Type1,www.site3.com
100838,89.51,10,10,12,2,Cat23,none,www.site1.com
100839,10.96,1,1,2,1,Cat65,none,www.site1.com
100840,50.0,7,7,8,1,Cat4,Type1,www.site3.com
100841,21.37,1,1,2,1,Cat45,Type1,www.site5.com
100842,119.86,4,3,5,2,Cat49,none,www.site1.com
100843,22.39,1,1,2,1,Cat38,none,www.site1.com
100844,227.44,7,3,4,1,Cat21,none,www.site1.com
100845,94.93,3,3,6,3,Cat3,Type1,www.site2.com
100846,98.67,12,12,18,6,Cat14,none,www.site1.com
100847,22.93,2,2,3,1,Cat3,Type1,www.site2.com
100848,350.07,1,1,3,2,Cat3,Type1,www.site2.com
100849,45.84,1,1,2,1,Cat49,none,www.site1.com
100850,117.46,1,1,2,1,Cat17,none,www.site1.com
100851,130.16,7,7,9,2,Cat3,Type1,www.site2.com
100852,247.86,14,8,10,2,Cat47,none,www.site1.com
100853,119.88,1,1,2,1,Cat17,none,www.site1.com
100854,296.88,3,3,4,1,Cat2,none,www.site1.com
100855,459.23,1,1,2,1,Cat23,none,www.site1.com
100856,100.69,10,8,9,1,Cat12,none,www.site1.com
100857,2353.72,44,22,24,2,Cat19,Type2,www.site4.com
100858,32.89,4,4,5,1,Cat36,Type1,www.site5.com
100859,194.49,5,5,8,3,Cat11,none,www.site1.com
100860,60.05,7,6,7,1,none,none,www.site1.com
100861,5.99,1,1,2,1,Cat6,none,www.site1.com
100862,115.06,3,2,4,2,none,none,www.site1.com
100863,64.0,6,6,9,3,Cat37,none,www.site1.com
100864,196.97,8,5,6,1,Cat25,none,www.site1.com
100865,10.29,3,3,6,3,Cat1,none,www.site1.com
100866,350.0,2,2,4,2,Cat13,Type1,www.site3.com
100867,59.05,1,1,2,1,Cat8,none,www.site1.com
100868,179.73,3,1,2,1,Cat3,Type1,www.site2.com
100869,97.0,9,7,9,2,Cat3,Type1,www.site2.com
100870,63.96,2,1,2,1,Cat8,none,www.site1.com
100871,83.16,4,3,4,1,Cat24,none,www.site1.com
100872,59.95,1,1,2,1,Cat1,none,www.site1.com
100873,36.97,1,1,2,1,Cat4,Type15,www.site2.com
100874,50.49,8,8,9,1,Cat39,Type1,www.site6.com
100875,102.13,1,1,3,2,Cat17,none,www.site1.com
100876,12.97,1,1,2,1,Cat18,none,www.site1.com
100877,103.27,10,10,11,1,Cat24,none,www.site1.com
100878,108.97,2,2,3,1,Cat21,none,www.site1.com
100879,112.0,1,1,2,1,Cat25,none,www.site1.com
100880,60.0,4,4,5,1,Cat18,none,www.site1.com
100881,53.54,6,6,8,2,none,none,www.site1.com
100882,24.43,3,3,4,1,Cat16,none,www.site1.com
100883,234.18,18,10,12,2,none,none,www.site1.com
100884,48.88,1,1,3,2,Cat17,none,www.site1.com
100885,48.0,4,2,3,1,Cat63,none,www.site1.com
100886,109.97,1,1,2,1,Cat17,none,www.site1.com
100887,24.48,10,10,11,1,Cat13,Type1,www.site3.com
100888,3.49,1,1,2,1,Cat62,none,www.site1.com
100889,161.39,5,3,4,1,Cat42,none,www.site1.com
100890,229.5,3,1,2,1,Cat3,Type1,www.site2.com
100891,158.13,3,1,2,1,none,none,www.site1.com
100892,50.22,4,4,5,1,Cat26,Type1,www.site5.com
100893,322.52,23,9,11,2,Cat36,Type12,www.site7.com
100894,52.89,2,2,4,2,Cat13,Type2,www.site2.com
100895,79.0,1,1,2,1,Cat21,none,www.site1.com
100896,193.84,34,32,34,2,Cat8,none,www.site1.com
100897,39.96,1,1,2,1,Cat3,Type1,www.site2.com
100898,12.97,1,1,2,1,Cat32,none,www.site1.com
100899,155.43,11,5,6,1,Cat9,none,www.site1.com
100900,246.96,3,2,4,2,Cat2,none,www.site1.com
100901,6.88,1,1,2,1,Cat12,none,www.site1.com
100902,92.12,10,9,10,1,Cat3,Type1,www.site2.com
100903,197.75,3,3,6,3,Cat9,none,www.site1.com
100904,39.48,2,1,2,1,Cat13,Type2,www.site3.com
100905,56.95,2,2,4,2,Cat18,none,www.site1.com
100906,48.88,1,1,2,1,Cat17,none,www.site1.com
100907,79.0,1,1,2,1,Cat23,none,www.site1.com
100908,44.97,1,1,2,1,Cat11,none,www.site1.com
100909,48.88,1,1,2,1,Cat17,none,www.site1.com
100910,54.7,5,5,6,1,Cat21,none,www.site1.com
100911,69.52,2,2,4,2,none,none,www.site1.com
100912,25.99,1,1,2,1,Cat4,Type2,www.site3.com
100913,14.0,1,1,2,1,Cat15,none,www.site1.com
100914,299.0,1,1,2,1,Cat10,none,www.site1.com
100915,210.0,1,1,2,1,Cat3,Type1,www.site2.com
100916,13.72,6,2,3,1,Cat33,none,www.site1.com
100917,122.66,7,5,7,2,Cat13,Type2,www.site3.com
100918,198.48,12,10,14,4,Cat36,Type12,www.site7.com
100919,148.05,9,6,9,3,Cat13,Type1,www.site2.com
100920,42.0,3,3,4,1,Cat40,none,www.site1.com
100921,70.99,1,1,2,1,Cat9,none,www.site1.com
100922,52.62,4,4,7,3,Cat3,Type1,www.site2.com
100923,174.24,14,10,13,3,none,none,www.site1.com
100924,100.0,2,2,4,2,Cat31,none,www.site1.com
100925,109.65,4,3,5,2,Cat3,Type1,www.site2.com
100926,72.24,2,2,3,1,Cat12,none,www.site1.com
100927,33.0,1,1,2,1,Cat18,none,www.site1.com
100928,111.24,15,8,9,1,Cat37,none,www.site1.com
100929,109.97,1,1,2,1,Cat17,none,www.site1.com
100930,65.46,1,1,2,1,none,none,www.site1.com
100931,678.23,13,3,4,1,Cat66,none,www.site1.com
100932,89.98,2,2,3,1,Cat3,Type1,www.site2.com
100933,1343.39,35,11,12,1,Cat21,none,www.site1.com
100934,53.97,3,3,4,1,Cat3,Type1,www.site2.com
100935,109.97,1,1,2,1,Cat17,none,www.site1.com
100936,67.23,6,6,7,1,Cat42,none,www.site1.com
100937,52.95,2,2,3,1,Cat3,Type1,www.site2.com
100938,105.56,9,6,7,1,none,none,www.site1.com
100939,34.25,5,5,10,5,Cat19,Type2,www.site4.com
100940,116.26,8,8,10,2,Cat21,none,www.site1.com
100941,24.55,3,2,3,1,Cat4,Type1,www.site3.com
100942,4.99,1,1,2,1,Cat11,none,www.site1.com
100943,71.03,4,4,6,2,none,none,www.site1.com
100944,16.47,1,1,2,1,Cat25,none,www.site1.com
100945,81.03,3,2,3,1,Cat3,Type1,www.site2.com
100946,146.59,7,3,4,1,Cat23,none,www.site1.com
100947,360.0,4,2,4,2,Cat36,Type1,www.site5.com
